location,county_fips,activity,human_cases,neuro_cases,blood_donor_cases,year
"TN, Smith",47159,Non-human activity,0.0,0.0,0.0,2024
"TN, Stewart",47161,Non-human activity,0.0,0.0,0.0,2024
"TN, Sullivan",47163,Human infections and non-human activity,7.0,6.0,1.0,2024
"TN, Trousdale",47169,Human infections and non-human activity,1.0,1.0,0.0,2024
"TN, Union",47173,Non-human activity,0.0,0.0,0.0,2024
"TN, Warren",47177,Human infections and non-human activity,2.0,0.0,0.0,2024
"TN, Washington",47179,Human infections and non-human activity,6.0,4.0,1.0,2024
"TN, Weakley",47183,Human infections and non-human activity,3.0,2.0,0.0,2024
"TN, White",47185,Non-human activity,0.0,0.0,0.0,2024
"TN, Williamson",47187,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Anderson",48001,Human infections and non-human activity,4.0,4.0,1.0,2024
"TX, Andrews",48003,Human infections and non-human activity,26.0,18.0,0.0,2024
"TX, Angelina",48005,Human infections and non-human activity,80.0,56.0,6.0,2024
"TX, Aransas",48007,Non-human activity,0.0,0.0,0.0,2024
"TX, Archer",48009,Human infections and non-human activity,3.0,1.0,0.0,2024
"TX, Atascosa",48013,Non-human activity,0.0,0.0,0.0,2024
"TX, Austin",48015,Human infections and non-human activity,3.0,2.0,0.0,2024
"TX, Bailey",48017,Human infections and non-human activity,20.0,9.0,0.0,2024
"TX, Bandera",48019,Non-human activity,0.0,0.0,0.0,2024
"TX, Bastrop",48021,Human infections and non-human activity,13.0,6.0,2.0,2024
"TX, Baylor",48023,Human infections and non-human activity,4.0,4.0,1.0,2024
"TX, Bee",48025,Human infections and non-human activity,1.0,1.0,1.0,2024
"TX, Blanco",48031,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Bosque",48035,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Bowie",48037,Human infections and non-human activity,25.0,16.0,4.0,2024
"TX, Brewster",48043,Human infections and non-human activity,1.0,0.0,0.0,2024
"TX, Briscoe",48045,Human infections and non-human activity,10.0,1.0,0.0,2024
"TX, Brooks",48047,Non-human activity,0.0,0.0,0.0,2024
"TX, Brown",48049,Human infections and non-human activity,6.0,3.0,1.0,2024
"TX, Burleson",48051,Human infections and non-human activity,2.0,0.0,0.0,2024
"TX, Caldwell",48055,Human infections and non-human activity,3.0,3.0,0.0,2024
"TX, Calhoun",48057,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Callahan",48059,Human infections and non-human activity,8.0,5.0,0.0,2024
"TX, Cameron",48061,Human infections and non-human activity,39.0,24.0,2.0,2024
"TX, Camp",48063,Human infections and non-human activity,1.0,1.0,1.0,2024
"TX, Carson",48065,Human infections and non-human activity,11.0,6.0,8.0,2024
"TX, Cass",48067,Human infections and non-human activity,6.0,2.0,1.0,2024
"TX, Chambers",48071,Human infections and non-human activity,4.0,3.0,1.0,2024
"TX, Cherokee",48073,Human infections and non-human activity,12.0,6.0,0.0,2024
"TX, Childress",48075,Human infections and non-human activity,5.0,4.0,1.0,2024
"TX, Clay",48077,Human infections and non-human activity,6.0,5.0,0.0,2024
"TX, Cochran",48079,Human infections and non-human activity,7.0,3.0,0.0,2024
"TX, Coke",48081,Human infections and non-human activity,2.0,1.0,1.0,2024
"TX, Coleman",48083,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Collingsworth",48087,Human infections and non-human activity,2.0,0.0,0.0,2024
"TX, Colorado",48089,Human infections and non-human activity,4.0,3.0,0.0,2024
"TX, Comal",48091,Human infections and non-human activity,4.0,2.0,1.0,2024
"TX, Comanche",48093,Human infections and non-human activity,4.0,1.0,0.0,2024
"TX, Concho",48095,Human infections and non-human activity,3.0,3.0,0.0,2024
"TX, Coryell",48099,Human infections and non-human activity,2.0,2.0,1.0,2024
"TX, Cottle",48101,Human infections and non-human activity,1.0,0.0,0.0,2024
"TX, Crosby",48107,Human infections and non-human activity,23.0,11.0,3.0,2024
"TX, Dallam",48111,Human infections and non-human activity,7.0,3.0,3.0,2024
"TX, Deaf Smith",48117,Human infections and non-human activity,29.0,15.0,2.0,2024
"TX, Delta",48119,Non-human activity,0.0,0.0,0.0,2024
"TX, De Witt",48123,Human infections and non-human activity,3.0,1.0,1.0,2024
"TX, Dimmit",48127,Human infections,1.0,1.0,0.0,2024
"TX, Donley",48129,Human infections and non-human activity,6.0,4.0,0.0,2024
"TX, Duval",48131,Non-human activity,0.0,0.0,0.0,2024
"TX, Eastland",48133,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Ector",48135,Human infections and non-human activity,36.0,23.0,4.0,2024
"TX, Edwards",48137,Non-human activity,0.0,0.0,0.0,2024
"TX, Falls",48145,Human infections and non-human activity,3.0,2.0,0.0,2024
"TX, Fannin",48147,Human infections and non-human activity,2.0,1.0,1.0,2024
"TX, Fisher",48151,Human infections and non-human activity,2.0,0.0,1.0,2024
"TX, Floyd",48153,Human infections and non-human activity,25.0,12.0,3.0,2024
"TX, Franklin",48159,Human infections and non-human activity,4.0,3.0,3.0,2024
"TX, Freestone",48161,Human infections and non-human activity,7.0,6.0,0.0,2024
"TX, Frio",48163,Human infections and non-human activity,3.0,1.0,1.0,2024
"TX, Galveston",48167,Human infections and non-human activity,28.0,24.0,11.0,2024
"TX, Garza",48169,Human infections and non-human activity,2.0,2.0,2.0,2024
"TX, Gillespie",48171,Non-human activity,0.0,0.0,0.0,2024
"TX, Glasscock",48173,Human infections and non-human activity,5.0,4.0,1.0,2024
"TX, Goliad",48175,Non-human activity,0.0,0.0,0.0,2024
"TX, Gonzales",48177,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Gray",48179,Human infections and non-human activity,8.0,8.0,0.0,2024
"TX, Guadalupe",48187,Human infections and non-human activity,8.0,5.0,3.0,2024
"TX, Hall",48191,Human infections and non-human activity,5.0,2.0,0.0,2024
"TX, Hamilton",48193,Human infections and non-human activity,1.0,0.0,0.0,2024
"TX, Hansford",48195,Human infections and non-human activity,14.0,6.0,1.0,2024
"TX, Hardeman",48197,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Hardin",48199,Human infections and non-human activity,6.0,3.0,3.0,2024
"TX, Hartley",48205,Human infections and non-human activity,2.0,1.0,1.0,2024
"TX, Haskell",48207,Human infections and non-human activity,6.0,3.0,0.0,2024
"TX, Hemphill",48211,Human infections and non-human activity,6.0,2.0,0.0,2024
"TX, Hidalgo",48215,Human infections and non-human activity,60.0,46.0,5.0,2024
"TX, Hood",48221,Human infections and non-human activity,18.0,13.0,2.0,2024
"TX, Hopkins",48223,Human infections and non-human activity,11.0,6.0,1.0,2024
"TX, Houston",48225,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Hudspeth",48229,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Hutchinson",48233,Human infections and non-human activity,16.0,12.0,2.0,2024
"TX, Irion",48235,Human infections and non-human activity,2.0,1.0,0.0,2024
"TX, Jack",48237,Human infections and non-human activity,2.0,1.0,0.0,2024
"TX, Jackson",48239,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Jasper",48241,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Jim Hogg",48247,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Jones",48253,Human infections and non-human activity,7.0,3.0,0.0,2024
"TX, Karnes",48255,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Kendall",48259,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Kenedy",48261,Non-human activity,0.0,0.0,0.0,2024
"TX, Kerr",48265,Human infections and non-human activity,1.0,0.0,0.0,2024
"TX, Kimble",48267,Non-human activity,0.0,0.0,0.0,2024
"TX, King",48269,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Kinney",48271,Non-human activity,0.0,0.0,0.0,2024
"TX, Kleberg",48273,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Knox",48275,Human infections and non-human activity,3.0,3.0,0.0,2024
"TX, Lamar",48277,Human infections and non-human activity,15.0,8.0,0.0,2024
"TX, Lamb",48279,Human infections and non-human activity,26.0,9.0,0.0,2024
"TX, Lampasas",48281,Non-human activity,0.0,0.0,0.0,2024
"TX, La Salle",48283,Non-human activity,0.0,0.0,0.0,2024
"TX, Lavaca",48285,Human infections and non-human activity,2.0,1.0,0.0,2024
"TX, Lee",48287,Human infections and non-human activity,1.0,0.0,0.0,2024
"TX, Leon",48289,Human infections and non-human activity,2.0,1.0,0.0,2024
"TX, Limestone",48293,Human infections and non-human activity,7.0,4.0,1.0,2024
"TX, Lipscomb",48295,Human infections and non-human activity,4.0,1.0,1.0,2024
"TX, Live Oak",48297,Non-human activity,0.0,0.0,0.0,2024
"TX, Llano",48299,Non-human activity,0.0,0.0,0.0,2024
"TX, Lynn",48305,Human infections and non-human activity,5.0,3.0,2.0,2024
"TX, Mcculloch",48307,Human infections and non-human activity,1.0,0.0,0.0,2024
"TX, Mclennan",48309,Human infections and non-human activity,72.0,54.0,5.0,2024
"TX, Mcmullen",48311,Non-human activity,0.0,0.0,0.0,2024
"TX, Madison",48313,Human infections and non-human activity,1.0,0.0,0.0,2024
"TX, Marion",48315,Non-human activity,0.0,0.0,0.0,2024
"TX, Martin",48317,Human infections and non-human activity,4.0,3.0,1.0,2024
"TX, Mason",48319,Non-human activity,0.0,0.0,0.0,2024
"TX, Matagorda",48321,Human infections and non-human activity,2.0,1.0,1.0,2024
"TX, Maverick",48323,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Medina",48325,Non-human activity,0.0,0.0,0.0,2024
"TX, Menard",48327,Non-human activity,0.0,0.0,0.0,2024
"TX, Milam",48331,Human infections and non-human activity,4.0,4.0,0.0,2024
"TX, Mills",48333,Human infections and non-human activity,1.0,0.0,0.0,2024
"TX, Mitchell",48335,Human infections and non-human activity,3.0,1.0,0.0,2024
"TX, Moore",48341,Human infections and non-human activity,9.0,9.0,3.0,2024
"TX, Morris",48343,Non-human activity,0.0,0.0,0.0,2024
"TX, Motley",48345,Human infections and non-human activity,3.0,2.0,0.0,2024
"TX, Nacogdoches",48347,Human infections and non-human activity,6.0,5.0,1.0,2024
"TX, Newton",48351,Human infections and non-human activity,3.0,3.0,0.0,2024
"TX, Nolan",48353,Human infections and non-human activity,3.0,1.0,1.0,2024
"TX, Oldham",48359,Human infections and non-human activity,6.0,3.0,1.0,2024
"TX, Palo Pinto",48363,Human infections and non-human activity,5.0,5.0,1.0,2024
"TX, Panola",48365,Human infections and non-human activity,12.0,7.0,0.0,2024
"TX, Polk",48373,Human infections and non-human activity,7.0,6.0,0.0,2024
"TX, Presidio",48377,Human infections and non-human activity,3.0,1.0,0.0,2024
"TX, Rains",48379,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Red River",48387,Human infections and non-human activity,3.0,2.0,1.0,2024
"TX, Reeves",48389,Human infections and non-human activity,1.0,1.0,1.0,2024
"TX, Refugio",48391,Non-human activity,0.0,0.0,0.0,2024
"TX, Roberts",48393,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Robertson",48395,Human infections and non-human activity,4.0,2.0,0.0,2024
"TX, Runnels",48399,Human infections and non-human activity,7.0,4.0,0.0,2024
"TX, Rusk",48401,Human infections and non-human activity,21.0,15.0,1.0,2024
"TX, Sabine",48403,Human infections and non-human activity,1.0,0.0,0.0,2024
"TX, San Augustine",48405,Human infections,3.0,2.0,0.0,2024
"TX, San Jacinto",48407,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, San Patricio",48409,Human infections and non-human activity,10.0,7.0,0.0,2024
"TX, San Saba",48411,Non-human activity,0.0,0.0,0.0,2024
"TX, Schleicher",48413,Human infections and non-human activity,6.0,1.0,0.0,2024
"TX, Shackelford",48417,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Shelby",48419,Human infections and non-human activity,2.0,1.0,1.0,2024
"TX, Sherman",48421,Human infections and non-human activity,5.0,4.0,0.0,2024
"TX, Starr",48427,Human infections and non-human activity,4.0,3.0,0.0,2024
"TX, Sterling",48431,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Stonewall",48433,Human infections and non-human activity,3.0,2.0,0.0,2024
"TX, Swisher",48437,Human infections and non-human activity,23.0,8.0,1.0,2024
"TX, Terrell",48443,Human infections and non-human activity,1.0,0.0,0.0,2024
"TX, Terry",48445,Human infections and non-human activity,4.0,3.0,2.0,2024
"TX, Throckmorton",48447,Non-human activity,0.0,0.0,0.0,2024
"TX, Titus",48449,Human infections and non-human activity,13.0,7.0,1.0,2024
"TX, Trinity",48455,Human infections and non-human activity,4.0,3.0,0.0,2024
"TX, Tyler",48457,Human infections and non-human activity,3.0,1.0,0.0,2024
"TX, Upshur",48459,Human infections and non-human activity,8.0,5.0,1.0,2024
"TX, Upton",48461,Human infections and non-human activity,0.0,0.0,1.0,2024
"TX, Uvalde",48463,Human infections and non-human activity,4.0,4.0,0.0,2024
"TX, Val Verde",48465,Human infections and non-human activity,3.0,2.0,0.0,2024
"TX, Van Zandt",48467,Human infections and non-human activity,18.0,9.0,3.0,2024
"TX, Victoria",48469,Human infections and non-human activity,6.0,5.0,1.0,2024
"TX, Waller",48473,Human infections and non-human activity,9.0,8.0,1.0,2024
"TX, Washington",48477,Human infections and non-human activity,4.0,3.0,2.0,2024
"TX, Wharton",48481,Human infections and non-human activity,9.0,9.0,3.0,2024
"TX, Wheeler",48483,Human infections and non-human activity,3.0,3.0,0.0,2024
"TX, Wilbarger",48487,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Willacy",48489,Human infections and non-human activity,5.0,3.0,0.0,2024
"TX, Winkler",48495,Non-human activity,0.0,0.0,0.0,2024
"TX, Wise",48497,Human infections and non-human activity,9.0,7.0,1.0,2024
"TX, Wood",48499,Human infections and non-human activity,8.0,3.0,0.0,2024
"TX, Yoakum",48501,Human infections and non-human activity,3.0,1.0,0.0,2024
"TX, Zapata",48505,Human infections and non-human activity,2.0,0.0,0.0,2024
"TX, Zavala",48507,Human infections and non-human activity,4.0,4.0,0.0,2024
"UT, Carbon",49007,Human infections and non-human activity,4.0,1.0,0.0,2024
"UT, Daggett",49009,Non-human activity,0.0,0.0,0.0,2024
"UT, Emery",49015,Human infections and non-human activity,1.0,1.0,1.0,2024
"UT, Garfield",49017,Non-human activity,0.0,0.0,0.0,2024
"UT, Iron",49021,Human infections and non-human activity,2.0,0.0,0.0,2024
"UT, Kane",49025,Human infections and non-human activity,1.0,0.0,1.0,2024
"UT, Millard",49027,Human infections and non-human activity,1.0,1.0,0.0,2024
"UT, Morgan",49029,Non-human activity,0.0,0.0,0.0,2024
"UT, Piute",49031,Non-human activity,0.0,0.0,0.0,2024
"UT, Sanpete",49039,Non-human activity,0.0,0.0,0.0,2024
"UT, Sevier",49041,Human infections and non-human activity,1.0,1.0,0.0,2024
"UT, Wasatch",49051,Non-human activity,0.0,0.0,0.0,2024
"UT, Washington",49053,Human infections and non-human activity,26.0,12.0,4.0,2024
"UT, Wayne",49055,Non-human activity,0.0,0.0,0.0,2024
"VT, Orange",50017,Non-human activity,0.0,0.0,0.0,2024
"VT, Rutland",50021,Human infections and non-human activity,1.0,0.0,0.0,2024
"VT, Windsor",50027,Human infections and non-human activity,2.0,2.0,0.0,2024
"VA, Accomack",51001,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Albemarle",51003,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Alleghany",51005,Non-human activity,0.0,0.0,0.0,2024
"VA, Amelia",51007,Non-human activity,0.0,0.0,0.0,2024
"VA, Amherst",51009,Non-human activity,0.0,0.0,0.0,2024
"VA, Appomattox",51011,Non-human activity,0.0,0.0,0.0,2024
"VA, Augusta",51015,Human infections and non-human activity,3.0,3.0,0.0,2024
"VA, Bath",51017,Non-human activity,0.0,0.0,0.0,2024
"VA, Bland",51021,Non-human activity,0.0,0.0,0.0,2024
"VA, Botetourt",51023,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Brunswick",51025,Non-human activity,0.0,0.0,0.0,2024
"VA, Buckingham",51029,Non-human activity,0.0,0.0,0.0,2024
"VA, Campbell",51031,Human infections and non-human activity,1.0,1.0,1.0,2024
"VA, Caroline",51033,Non-human activity,0.0,0.0,0.0,2024
"VA, Carroll",51035,Non-human activity,0.0,0.0,0.0,2024
"VA, Charles City",51036,Non-human activity,0.0,0.0,0.0,2024
"VA, Charlotte",51037,Non-human activity,0.0,0.0,0.0,2024
"VA, Chesterfield",51041,Human infections and non-human activity,4.0,3.0,1.0,2024
"VA, Clarke",51043,Non-human activity,0.0,0.0,0.0,2024
"VA, Craig",51045,Non-human activity,0.0,0.0,0.0,2024
"VA, Culpeper",51047,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Cumberland",51049,Non-human activity,0.0,0.0,0.0,2024
"VA, Dickenson",51051,Non-human activity,0.0,0.0,0.0,2024
"VA, Dinwiddie",51053,Human infections and non-human activity,0.0,0.0,2.0,2024
"VA, Essex",51057,Non-human activity,0.0,0.0,0.0,2024
"VA, Floyd",51063,Non-human activity,0.0,0.0,0.0,2024
"VA, Fluvanna",51065,Non-human activity,0.0,0.0,0.0,2024
"VA, Franklin",51067,Non-human activity,0.0,0.0,0.0,2024
"VA, Frederick",51069,Human infections and non-human activity,4.0,3.0,1.0,2024
"VA, Giles",51071,Non-human activity,0.0,0.0,0.0,2024
"VA, Gloucester",51073,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Goochland",51075,Non-human activity,0.0,0.0,0.0,2024
"VA, Grayson",51077,Non-human activity,0.0,0.0,0.0,2024
"VA, Greene",51079,Human infections and non-human activity,4.0,2.0,0.0,2024
"VA, Greensville",51081,Non-human activity,0.0,0.0,0.0,2024
"VA, Halifax",51083,Non-human activity,0.0,0.0,0.0,2024
"VA, Hanover",51085,Human infections and non-human activity,2.0,2.0,0.0,2024
"VA, Henry",51089,Non-human activity,0.0,0.0,0.0,2024
"VA, Highland",51091,Non-human activity,0.0,0.0,0.0,2024
"VA, Isle of Wight",51093,Human infections and non-human activity,2.0,2.0,0.0,2024
"VA, James City",51095,Non-human activity,0.0,0.0,0.0,2024
"VA, King And Queen",51097,Non-human activity,0.0,0.0,0.0,2024
"VA, King George",51099,Non-human activity,0.0,0.0,0.0,2024
"VA, King William",51101,Non-human activity,0.0,0.0,0.0,2024
"VA, Lancaster",51103,Non-human activity,0.0,0.0,0.0,2024
"VA, Lee",51105,Non-human activity,0.0,0.0,0.0,2024
"VA, Lunenburg",51111,Non-human activity,0.0,0.0,0.0,2024
"VA, Madison",51113,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Mathews",51115,Human infections and non-human activity,2.0,1.0,0.0,2024
"VA, Middlesex",51119,Non-human activity,0.0,0.0,0.0,2024
"VA, Montgomery",51121,Human infections and non-human activity,1.0,0.0,0.0,2024
"VA, Nelson",51125,Non-human activity,0.0,0.0,0.0,2024
"VA, New Kent",51127,Non-human activity,0.0,0.0,0.0,2024
"VA, Northampton",51131,Non-human activity,0.0,0.0,0.0,2024
"VA, Northumberland",51133,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Nottoway",51135,Non-human activity,0.0,0.0,0.0,2024
"VA, Page",51139,Non-human activity,0.0,0.0,0.0,2024
"VA, Patrick",51141,Non-human activity,0.0,0.0,0.0,2024
"VA, Pittsylvania",51143,Non-human activity,0.0,0.0,0.0,2024
"VA, Powhatan",51145,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Prince Edward",51147,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Prince George",51149,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Pulaski",51155,Non-human activity,0.0,0.0,0.0,2024
"VA, Rappahannock",51157,Human infections and non-human activity,1.0,0.0,0.0,2024
"VA, Richmond",51159,Non-human activity,0.0,0.0,0.0,2024
"VA, Roanoke",51161,Human infections and non-human activity,4.0,3.0,0.0,2024
"VA, Rockbridge",51163,Non-human activity,0.0,0.0,0.0,2024
"VA, Rockingham",51165,Human infections and non-human activity,12.0,10.0,7.0,2024
"VA, Russell",51167,Non-human activity,0.0,0.0,0.0,2024
"VA, Scott",51169,Non-human activity,0.0,0.0,0.0,2024
"VA, Smyth",51173,Non-human activity,0.0,0.0,0.0,2024
"VA, Southampton",51175,Non-human activity,0.0,0.0,0.0,2024
"VA, Spotsylvania",51177,Human infections and non-human activity,2.0,1.0,0.0,2024
"VA, Stafford",51179,Human infections and non-human activity,0.0,0.0,1.0,2024
"VA, Surry",51181,Non-human activity,0.0,0.0,0.0,2024
"VA, Sussex",51183,Non-human activity,0.0,0.0,0.0,2024
"VA, Tazewell",51185,Non-human activity,0.0,0.0,0.0,2024
"VA, Washington",51191,Non-human activity,0.0,0.0,0.0,2024
"VA, Westmoreland",51193,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Wise",51195,Non-human activity,0.0,0.0,0.0,2024
"VA, Wythe",51197,Non-human activity,0.0,0.0,0.0,2024
"VA, Bristol City",51520,Non-human activity,0.0,0.0,0.0,2024
"VA, Buena Vista City",51530,Non-human activity,0.0,0.0,0.0,2024
"VA, Colonial Heights Cit",51570,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Danville City",51590,Non-human activity,0.0,0.0,0.0,2024
"VA, Falls Church City",51610,Human infections and non-human activity,0.0,0.0,1.0,2024
"VA, Franklin City",51620,Non-human activity,0.0,0.0,0.0,2024
"VA, Fredericksburg City",51630,Human infections and non-human activity,1.0,1.0,1.0,2024
"VA, Galax City",51640,Non-human activity,0.0,0.0,0.0,2024
"VA, Hampton City",51650,Human infections and non-human activity,3.0,3.0,0.0,2024
"VA, Harrisonburg City",51660,Human infections and non-human activity,2.0,1.0,1.0,2024
"VA, Hopewell City",51670,Non-human activity,0.0,0.0,0.0,2024
"VA, Lynchburg City",51680,Human infections and non-human activity,1.0,1.0,1.0,2024
"VA, Manassas City",51683,Human infections,1.0,0.0,0.0,2024
"VA, Manassas Park City",51685,Human infections,1.0,1.0,0.0,2024
"VA, Martinsville City",51690,Non-human activity,0.0,0.0,0.0,2024
"VA, Newport News City",51700,Human infections and non-human activity,6.0,5.0,1.0,2024
"VA, Petersburg City",51730,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Poquoson City",51735,Non-human activity,0.0,0.0,0.0,2024
"VA, Portsmouth City",51740,Human infections and non-human activity,4.0,3.0,0.0,2024
"VA, Radford City",51750,Non-human activity,0.0,0.0,0.0,2024
"VA, Richmond City",51760,Human infections and non-human activity,15.0,11.0,1.0,2024
"VA, Roanoke City",51770,Human infections and non-human activity,9.0,8.0,3.0,2024
"VA, Salem City",51775,Non-human activity,0.0,0.0,0.0,2024
"VA, Virginia Beach City",51810,Human infections and non-human activity,5.0,4.0,5.0,2024
"VA, Waynesboro City",51820,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Winchester City",51840,Human infections,5.0,4.0,2.0,2024
"WA, Adams",53001,Non-human activity,0.0,0.0,0.0,2024
"WA, Asotin",53003,Human infections,0.0,0.0,1.0,2024
"WA, Chelan",53007,Human infections,1.0,0.0,1.0,2024
"WA, Clallam",53009,Human infections,1.0,1.0,0.0,2024
"WA, Clark",53011,Human infections,4.0,3.0,0.0,2024
"WA, Columbia",53013,Non-human activity,0.0,0.0,0.0,2024
"WA, Cowlitz",53015,Non-human activity,0.0,0.0,0.0,2024
"WA, Douglas",53017,Non-human activity,0.0,0.0,0.0,2024
"WA, Franklin",53021,Human infections and non-human activity,3.0,2.0,2.0,2024
"WA, Grays Harbor",53027,Human infections and non-human activity,1.0,1.0,0.0,2024
"WA, Island",53029,Non-human activity,0.0,0.0,0.0,2024
"WA, King",53033,Human infections and non-human activity,10.0,4.0,1.0,2024
"WA, Kittitas",53037,Human infections and non-human activity,0.0,0.0,2.0,2024
"WA, Klickitat",53039,Human infections and non-human activity,2.0,2.0,0.0,2024
"WA, Lewis",53041,Human infections and non-human activity,0.0,0.0,1.0,2024
"WA, Lincoln",53043,Non-human activity,0.0,0.0,0.0,2024
"WA, Mason",53045,Non-human activity,0.0,0.0,0.0,2024
"WA, Okanogan",53047,Human infections and non-human activity,1.0,1.0,0.0,2024
"WA, Pend Oreille",53051,Non-human activity,0.0,0.0,0.0,2024
"WA, Pierce",53053,Human infections and non-human activity,6.0,2.0,3.0,2024
"WA, Skagit",53057,Human infections,1.0,0.0,0.0,2024
"WA, Snohomish",53061,Human infections and non-human activity,1.0,1.0,0.0,2024
"WA, Spokane",53063,Human infections and non-human activity,14.0,13.0,1.0,2024
"WA, Stevens",53065,Non-human activity,0.0,0.0,0.0,2024
"WA, Thurston",53067,Human infections and non-human activity,1.0,1.0,0.0,2024
"WA, Walla Walla",53071,Human infections and non-human activity,5.0,5.0,3.0,2024
"WA, Whatcom",53073,Human infections and non-human activity,4.0,1.0,2.0,2024
"WA, Whitman",53075,Human infections,2.0,2.0,0.0,2024
"WV, Barbour",54001,Non-human activity,0.0,0.0,0.0,2024
"WV, Berkeley",54003,Human infections and non-human activity,6.0,5.0,0.0,2024
"WV, Boone",54005,Non-human activity,0.0,0.0,0.0,2024
"WV, Braxton",54007,Non-human activity,0.0,0.0,0.0,2024
"WV, Brooke",54009,Non-human activity,0.0,0.0,0.0,2024
"WV, Cabell",54011,Human infections and non-human activity,1.0,1.0,0.0,2024
"WV, Calhoun",54013,Non-human activity,0.0,0.0,0.0,2024
"WV, Clay",54015,Non-human activity,0.0,0.0,0.0,2024
"WV, Doddridge",54017,Non-human activity,0.0,0.0,0.0,2024
"WV, Fayette",54019,Human infections and non-human activity,1.0,0.0,0.0,2024
"WV, Gilmer",54021,Non-human activity,0.0,0.0,0.0,2024
"WV, Grant",54023,Non-human activity,0.0,0.0,0.0,2024
"WV, Greenbrier",54025,Non-human activity,0.0,0.0,0.0,2024
"WV, Hancock",54029,Non-human activity,0.0,0.0,0.0,2024
"WV, Hardy",54031,Human infections and non-human activity,2.0,2.0,0.0,2024
"WV, Harrison",54033,Non-human activity,0.0,0.0,0.0,2024
"WV, Jackson",54035,Non-human activity,0.0,0.0,0.0,2024
"WV, Kanawha",54039,Human infections and non-human activity,6.0,2.0,1.0,2024
"WV, Lewis",54041,Human infections and non-human activity,1.0,0.0,1.0,2024
"WV, Lincoln",54043,Non-human activity,0.0,0.0,0.0,2024
"WV, Logan",54045,Non-human activity,0.0,0.0,0.0,2024
"WV, Marion",54049,Non-human activity,0.0,0.0,0.0,2024
"WV, Marshall",54051,Non-human activity,0.0,0.0,0.0,2024
"WV, Mason",54053,Non-human activity,0.0,0.0,0.0,2024
"WV, Mercer",54055,Non-human activity,0.0,0.0,0.0,2024
"WV, Mineral",54057,Human infections and non-human activity,0.0,0.0,1.0,2024
"WV, Mingo",54059,Non-human activity,0.0,0.0,0.0,2024
"WV, Monongalia",54061,Human infections and non-human activity,2.0,2.0,0.0,2024
"WV, Monroe",54063,Human infections and non-human activity,1.0,1.0,0.0,2024
"WV, Morgan",54065,Human infections and non-human activity,1.0,1.0,0.0,2024
"WV, Nicholas",54067,Non-human activity,0.0,0.0,0.0,2024
"WV, Ohio",54069,Non-human activity,0.0,0.0,0.0,2024
"WV, Pendleton",54071,Non-human activity,0.0,0.0,0.0,2024
"WV, Preston",54077,Non-human activity,0.0,0.0,0.0,2024
"WV, Putnam",54079,Human infections and non-human activity,1.0,1.0,0.0,2024
"WV, Raleigh",54081,Non-human activity,0.0,0.0,0.0,2024
"WV, Randolph",54083,Non-human activity,0.0,0.0,0.0,2024
"WV, Ritchie",54085,Non-human activity,0.0,0.0,0.0,2024
"WV, Roane",54087,Non-human activity,0.0,0.0,0.0,2024
"WV, Taylor",54091,Non-human activity,0.0,0.0,0.0,2024
"WV, Tyler",54095,Human infections and non-human activity,1.0,1.0,0.0,2024
